TYPMAR3;REGDEP_MAR;GRAGE;NBMARIES
FF;FM;14_19;5
HF-F;FM;14_19;805
HF-H;FM;14_19;128
HH;FM;14_19;1
FF;FE;14_19;5
HF-F;FE;14_19;837
HF-H;FE;14_19;130
HH;FE;14_19;1
FF;FM;20_24;330
HF-F;FM;20_24;15759
HF-H;FM;20_24;8096
HH;FM;20_24;126
FF;FE;20_24;336
HF-F;FE;20_24;16249
HF-H;FE;20_24;8338
HH;FE;20_24;128
FF;FM;25_29;1473
HF-F;FM;25_29;44954
HF-H;FM;25_29;35957
HH;FM;25_29;601
FF;FE;25_29;1492
HF-F;FE;25_29;46036
HF-H;FE;25_29;36809
HH;FE;25_29;611
FF;FM;30_34;1736
HF-F;FM;30_34;44713
HF-H;FM;30_34;47487
HH;FM;30_34;910
FF;FE;30_34;1752
HF-F;FE;30_34;45886
HF-H;FE;30_34;48571
HH;FE;30_34;916
FF;FM;35_39;1026
HF-F;FM;35_39;25463
HF-H;FM;35_39;29761
HH;FM;35_39;735
FF;FE;35_39;1041
HF-F;FE;35_39;26317
HF-H;FE;35_39;30642
HH;FE;35_39;744
FF;FM;40_49;871
HF-F;FM;40_49;23675
HF-H;FM;40_49;28160
HH;FM;40_49;1058
FF;FE;40_49;882
HF-F;FE;40_49;24528
HF-H;FE;40_49;29147
HH;FE;40_49;1068
FF;FM;50_59;528
HF-F;FM;50_59;11034
HF-H;FM;50_59;12940
HH;FM;50_59;1118
FF;FE;50_59;533
HF-F;FE;50_59;11473
HF-H;FE;50_59;13493
HH;FE;50_59;1125
FF;FM;60_PL;330
HF-F;FM;60_PL;3763
HF-H;FM;60_PL;5768
HH;FM;60_PL;633
FF;FE;60_PL;333
HF-F;FE;60_PL;3952
HF-H;FE;60_PL;6015
HH;FE;60_PL;641
FF;FM;TOTAL;6299
HF-F;FM;TOTAL;170166
HF-H;FM;TOTAL;168297
HH;FM;TOTAL;5182
FF;FE;TOTAL;6374
HF-F;FE;TOTAL;175278
HF-H;FE;TOTAL;173145
HH;FE;TOTAL;5234
