TYPMAR3;REGDEP_MAR;GRAGE;NBMARIES
FF;97XX;TOTAL;80
HF-F;97XX;TOTAL;5867
HF-H;97XX;TOTAL;5867
HH;97XX;TOTAL;60
FF;FM;14_19;5
HF-F;FM;14_19;805
HF-H;FM;14_19;128
HH;FM;14_19;1
FF;FE;14_19;5
HF-F;FE;14_19;837
HF-H;FE;14_19;130
HH;FE;14_19;1
FF;FM;20_24;331
HF-F;FM;20_24;15872
HF-H;FM;20_24;8109
HH;FM;20_24;126
FF;FE;20_24;337
HF-F;FE;20_24;16363
HF-H;FE;20_24;8352
HH;FE;20_24;128
FF;FM;25_29;1483
HF-F;FM;25_29;45945
HF-H;FM;25_29;36292
HH;FM;25_29;608
FF;FE;25_29;1502
HF-F;FE;25_29;47033
HF-H;FE;25_29;37148
HH;FE;25_29;618
FF;FM;30_34;1824
HF-F;FM;30_34;47355
HF-H;FM;30_34;49026
HH;FM;30_34;928
FF;FE;30_34;1840
HF-F;FE;30_34;48573
HF-H;FE;30_34;50128
HH;FE;30_34;934
FF;FM;35_39;1139
HF-F;FM;35_39;29864
HF-H;FM;35_39;32877
HH;FM;35_39;763
FF;FE;35_39;1155
HF-F;FE;35_39;30783
HF-H;FE;35_39;33817
HH;FE;35_39;772
FF;FM;40_49;1105
HF-F;FM;40_49;34595
HF-H;FM;40_49;38046
HH;FM;40_49;1143
FF;FE;40_49;1119
HF-F;FE;40_49;35699
HF-H;FE;40_49;39257
HH;FE;40_49;1155
FF;FM;50_59;692
HF-F;FM;50_59;21720
HF-H;FM;50_59;25302
HH;FM;50_59;1287
FF;FE;50_59;697
HF-F;FE;50_59;22406
HF-H;FE;50_59;26219
HH;FE;50_59;1298
FF;FM;60_PL;441
HF-F;FM;60_PL;10390
HF-H;FM;60_PL;16766
HH;FM;60_PL;796
FF;FE;60_PL;445
HF-F;FE;60_PL;10719
HF-H;FE;60_PL;17362
HH;FE;60_PL;806
FF;FM;TOTAL;7020
HF-F;FM;TOTAL;206546
HF-H;FM;TOTAL;206546
HH;FM;TOTAL;5652
FF;FE;TOTAL;7100
HF-F;FE;TOTAL;212413
HF-H;FE;TOTAL;212413
HH;FE;TOTAL;5712
